number,value,datetime_start,datetime_complete,duration,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_warmup_epochs,params_weight_decay,state
10,0.8910714285714286,2026-04-20 19:24:22.936268,2026-04-20 19:25:35.026101,0 days 00:01:12.089833,0.00038453363484321294,cosine,0.19501868852682025,1024,adamw,,0.004485183570045473,COMPLETE
11,0.8279464285714286,2026-04-20 19:25:35.154636,2026-04-20 19:26:00.732399,0 days 00:00:25.577763,0.007501545386192258,constant,0.32510675623201524,1024,adam,,0.0009804076377313456,PRUNED
12,0.9320280612244898,2026-04-20 19:26:00.855737,2026-04-20 19:27:13.747443,0 days 00:01:12.891706,0.006762928557701394,cosine,0.2898475601191249,1024,adamw,,0.00034267659348601514,COMPLETE
13,0.9323469387755102,2026-04-20 19:27:13.895917,2026-04-20 19:28:27.958423,0 days 00:01:14.062506,0.00812606708699706,cosine,0.22409327087692915,1024,adamw,,0.00037512030361175374,COMPLETE
14,0.9301275510204082,2026-04-20 19:28:28.106286,2026-04-20 19:29:42.397105,0 days 00:01:14.290819,0.004859695720037243,cosine_warmup,0.15905662264683834,256,adamw,10.0,0.007216613104794144,COMPLETE
15,0.8459693877551021,2026-04-20 19:29:42.532198,2026-04-20 19:30:08.532908,0 days 00:00:26.000710,0.0009014326924049989,cosine,0.4321166204051707,256,adamw,,0.0026878595184511686,PRUNED
16,0.9325,2026-04-20 19:30:08.686484,2026-04-20 19:31:21.567545,0 days 00:01:12.881061,0.005137041466218487,cosine,0.1292022574262472,1024,adamw,,0.0011300337480139354,COMPLETE
17,0.9178954081632653,2026-04-20 19:31:21.721257,2026-04-20 19:32:34.749483,0 days 00:01:13.028226,0.000927319097857881,cosine_warmup,0.2574385284802162,1024,adamw,3.0,0.00010363829640531716,COMPLETE
18,0.9304719387755103,2026-04-20 19:32:34.904163,2026-04-20 19:33:48.399372,0 days 00:01:13.495209,0.00890754466934959,cosine,0.17325170985835106,128,adamw,,1.560639529164567e-05,COMPLETE
19,0.9333035714285713,2026-04-20 19:33:48.541275,2026-04-20 19:35:02.100092,0 days 00:01:13.558817,0.009900491717605413,cosine_warmup,0.14021423785275577,1024,adamw,8.0,0.00026052170492041587,COMPLETE
20,0.9325127551020408,2026-04-20 19:35:02.271679,2026-04-20 19:36:15.959096,0 days 00:01:13.687417,0.006816261966691103,cosine_warmup,0.18184650716274026,1024,adamw,8.0,1.0773515129944e-05,COMPLETE
21,0.8055867346938776,2026-04-20 19:36:16.081473,2026-04-20 19:36:33.381219,0 days 00:00:17.299746,0.0015910777037119418,cosine_warmup,0.21064123818761732,1024,adamw,8.0,1.4282184695780038e-06,PRUNED
22,0.9310841836734693,2026-04-20 19:36:33.513152,2026-04-20 19:37:46.881578,0 days 00:01:13.368426,0.007184846701326326,cosine_warmup,0.17707677696527713,512,adamw,8.0,8.475879148430027e-06,COMPLETE
23,0.9332142857142858,2026-04-20 19:37:47.024088,2026-04-20 19:38:59.938672,0 days 00:01:12.914584,0.00708465633232863,cosine_warmup,0.11762749039715789,1024,adamw,9.0,0.0006365856607364221,COMPLETE
24,0.926109693877551,2026-04-20 19:39:00.069401,2026-04-20 19:40:12.847034,0 days 00:01:12.777633,0.009516854852537901,cosine_warmup,0.10785978651891123,1024,adam,9.0,0.00015515501798424566,COMPLETE
25,0.9314158163265307,2026-04-20 19:40:12.969571,2026-04-20 19:41:25.865005,0 days 00:01:12.895434,0.008488535746669823,cosine_warmup,0.13378529985324736,512,adamw,7.0,0.0005080313944611881,COMPLETE
26,0.9326020408163265,2026-04-20 19:41:26.000036,2026-04-20 19:42:38.838128,0 days 00:01:12.838092,0.006065939927283021,cosine_warmup,0.1922910791216348,1024,adamw,9.0,0.00022017910943447383,COMPLETE
27,0.9330612244897959,2026-04-20 19:42:38.988713,2026-04-20 19:43:51.723209,0 days 00:01:12.734496,0.005322483944477904,cosine_warmup,0.12895246555844447,1024,adamw,10.0,0.0019380818348475723,COMPLETE
28,0.932359693877551,2026-04-20 19:43:51.873806,2026-04-20 19:45:04.323092,0 days 00:01:12.449286,0.009988518055179313,cosine_warmup,0.11754716383056868,1024,adamw,10.0,0.0023679766921770925,COMPLETE
29,0.8219515306122449,2026-04-20 19:45:04.470417,2026-04-20 19:45:21.815791,0 days 00:00:17.345374,0.000529316932925735,constant,0.1672481282119635,512,adamw,,0.0006671583092607229,PRUNED
30,0.7712882653061225,2026-04-20 19:45:21.958907,2026-04-20 19:45:39.253465,0 days 00:00:17.294558,0.0027947634467537998,cosine_warmup,0.3159288929998385,128,adam,10.0,0.0003204401535256173,PRUNED
31,0.9309566326530613,2026-04-20 19:45:39.381937,2026-04-20 19:46:51.661713,0 days 00:01:12.279776,0.009430264415623519,cosine_warmup,0.16247497767196303,256,adamw,9.0,0.00011663649090406627,COMPLETE
32,0.903405612244898,2026-04-20 19:46:51.811450,2026-04-20 19:47:14.669129,0 days 00:00:22.857679,0.003587331009516852,constant,0.18695782269261588,128,adamw,,0.0004227142897581031,PRUNED
33,0.9336352040816327,2026-04-20 19:47:14.811549,2026-04-20 19:48:27.311228,0 days 00:01:12.499679,0.008059793569026887,cosine_warmup,0.11669523409328258,1024,adamw,9.0,0.0001498349807065253,COMPLETE
34,0.6214923469387756,2026-04-20 19:48:27.468884,2026-04-20 19:48:44.874783,0 days 00:00:17.405899,0.0009509386786927793,cosine_warmup,0.13318887700538498,128,adamw,10.0,0.0006649467636114708,PRUNED
35,0.9301530612244898,2026-04-20 19:48:45.018504,2026-04-20 19:49:57.879100,0 days 00:01:12.860596,0.00316002870369419,constant,0.10525003024794095,1024,adamw,,0.0006293965449659968,COMPLETE
36,0.7040561224489795,2026-04-20 19:49:58.002624,2026-04-20 19:50:15.347218,0 days 00:00:17.344594,0.005951023977563162,cosine_warmup,0.10873310967709372,1024,adam,8.0,0.004627543576565378,PRUNED
37,0.8739158163265306,2026-04-20 19:50:15.486640,2026-04-20 19:50:32.771554,0 days 00:00:17.284914,0.006601300227888684,cosine_warmup,0.11991779221635093,1024,adamw,9.0,8.278491139965945e-05,PRUNED
38,0.848533163265306,2026-04-20 19:50:32.918027,2026-04-20 19:50:50.220743,0 days 00:00:17.302716,0.008144896576555474,cosine_warmup,0.30780882423936334,128,adamw,10.0,0.0026588683117787382,PRUNED
39,0.8383163265306123,2026-04-20 19:50:50.367102,2026-04-20 19:51:07.728540,0 days 00:00:17.361438,0.004825040955252282,cosine_warmup,0.11068264125365597,128,adamw,8.0,5.9036532644614174e-05,PRUNED
40,0.487295918367347,2026-04-20 19:51:07.874525,2026-04-20 19:51:25.225709,0 days 00:00:17.351184,1.827699892147358e-05,constant,0.47427754462111726,1024,adamw,,1.3805858951477267e-06,PRUNED
41,0.8721556122448979,2026-04-20 19:51:25.370973,2026-04-20 19:51:42.631949,0 days 00:00:17.260976,0.00509919257946197,cosine_warmup,0.23597369661606563,1024,adamw,9.0,0.00026434852871426445,PRUNED
42,0.8053698979591837,2026-04-20 19:51:42.799549,2026-04-20 19:51:59.959569,0 days 00:00:17.160020,0.0017775158857866588,cosine_warmup,0.23462702919623074,1024,adamw,9.0,0.004342372356988136,PRUNED
43,0.9328571428571429,2026-04-20 19:52:00.101018,2026-04-20 19:53:12.511410,0 days 00:01:12.410392,0.007245251174169098,cosine_warmup,0.13272127955916505,1024,adamw,9.0,0.0003556974135872671,COMPLETE
44,0.4938456632653062,2026-04-20 19:53:12.644191,2026-04-20 19:53:29.776783,0 days 00:00:17.132592,4.676168491640263e-05,constant,0.4792305490455524,256,adam,,4.115158908232023e-05,PRUNED
45,0.7237755102040817,2026-04-20 19:53:29.915009,2026-04-20 19:53:47.155724,0 days 00:00:17.240715,0.0007327456147637656,cosine_warmup,0.1153373065981679,1024,adamw,9.0,0.0013947190555072882,PRUNED
46,0.4782971938775511,2026-04-20 19:53:47.295461,2026-04-20 19:54:04.482692,0 days 00:00:17.187231,2.5595228861117908e-05,cosine_warmup,0.1363499109112602,256,adamw,9.0,0.0006290115617734788,PRUNED
47,0.8747448979591836,2026-04-20 19:54:04.607964,2026-04-20 19:54:21.848828,0 days 00:00:17.240864,0.0060801086633641725,cosine_warmup,0.13155875581236506,1024,adamw,10.0,0.0006910554862640146,PRUNED
48,0.9335969387755102,2026-04-20 19:54:21.975847,2026-04-20 19:55:34.623401,0 days 00:01:12.647554,0.008834864469603472,cosine_warmup,0.11604626982752785,1024,adamw,8.0,0.0003160019975005861,COMPLETE
49,0.5064030612244897,2026-04-20 19:55:34.771866,2026-04-20 19:55:52.027988,0 days 00:00:17.256122,9.209938264224164e-05,cosine,0.4870362247710818,128,adam,,1.482452273022685e-06,PRUNED
50,0.48707908163265307,2026-04-20 19:55:52.178341,2026-04-20 19:56:09.405314,0 days 00:00:17.226973,1.5994438212952304e-05,constant,0.4876782721968236,512,adamw,,0.009588672371528148,PRUNED
51,0.5002168367346939,2026-04-20 19:56:09.552749,2026-04-20 19:56:26.851011,0 days 00:00:17.298262,1.2353015042235744e-05,cosine,0.20701209558145883,1024,adam,,0.0016331147022353746,PRUNED
52,0.9300255102040818,2026-04-20 19:56:26.974692,2026-04-20 19:57:39.922156,0 days 00:01:12.947464,0.008563994179934028,constant,0.20827855707794754,1024,adamw,,0.0001314170688420143,COMPLETE
53,0.816045918367347,2026-04-20 19:57:40.075832,2026-04-20 19:57:57.311629,0 days 00:00:17.235797,0.0025303305622173555,cosine_warmup,0.5368322469446101,1024,adam,7.0,0.0002561636009001189,PRUNED
54,0.8748596938775509,2026-04-20 19:57:57.429760,2026-04-20 19:58:14.646524,0 days 00:00:17.216764,0.004668203879043774,cosine_warmup,0.11011430428531299,1024,adamw,8.0,0.00020571366761659986,PRUNED
55,0.8717729591836734,2026-04-20 19:58:14.789589,2026-04-20 19:58:32.088769,0 days 00:00:17.299180,0.007677904384615958,cosine_warmup,0.11965677708528463,128,adamw,8.0,0.0008212477183658342,PRUNED
56,0.8010841836734692,2026-04-20 19:58:32.228524,2026-04-20 19:58:49.523315,0 days 00:00:17.294791,0.0006608189101094201,constant,0.2361779029821779,256,adam,,3.6587948403828325e-05,PRUNED
57,0.4928698979591837,2026-04-20 19:58:49.662996,2026-04-20 19:59:06.907540,0 days 00:00:17.244544,9.73664783268576e-05,cosine_warmup,0.5386737599258657,512,adam,9.0,9.59450348445051e-05,PRUNED
58,0.48440051020408165,2026-04-20 19:59:07.045849,2026-04-20 19:59:24.292337,0 days 00:00:17.246488,1.3389695833897766e-05,constant,0.25246036910212855,1024,adamw,,0.002567654305811061,PRUNED
59,0.7764540816326531,2026-04-20 19:59:24.422731,2026-04-20 19:59:41.642453,0 days 00:00:17.219722,0.005775771752235595,constant,0.11779106190868885,256,adam,,0.001919695844806071,PRUNED
60,0.8471811224489796,2026-04-20 19:59:41.787474,2026-04-20 19:59:59.061168,0 days 00:00:17.273694,0.008118534879909718,cosine_warmup,0.1388356506191452,512,adam,5.0,0.00032013014055109167,PRUNED
61,0.9329209183673469,2026-04-20 19:59:59.192038,2026-04-20 20:01:11.683576,0 days 00:01:12.491538,0.008740108419696954,cosine_warmup,0.2386494951016861,1024,adamw,9.0,0.000494496654043084,COMPLETE
62,0.8749234693877551,2026-04-20 20:01:11.803467,2026-04-20 20:01:29.016627,0 days 00:00:17.213160,0.007793022051186735,cosine_warmup,0.4457057754634491,1024,adamw,9.0,8.903888852103421e-05,PRUNED
63,0.9328698979591836,2026-04-20 20:01:29.145845,2026-04-20 20:02:41.571189,0 days 00:01:12.425344,0.009348439900609856,cosine_warmup,0.1715553415460969,1024,adamw,8.0,0.00037898914276486816,COMPLETE
64,0.9306122448979592,2026-04-20 20:02:41.710952,2026-04-20 20:03:54.116357,0 days 00:01:12.405405,0.005692682876350976,cosine,0.12310700266547857,256,adamw,,0.00010418403548487015,COMPLETE
65,0.5942538265306122,2026-04-20 20:03:54.255773,2026-04-20 20:04:11.388045,0 days 00:00:17.132272,0.00018072615089982145,constant,0.3977671558890118,256,adam,,0.009621592252734578,PRUNED
66,0.4875892857142857,2026-04-20 20:04:11.515562,2026-04-20 20:04:28.829516,0 days 00:00:17.313954,1.946287933463316e-05,cosine,0.17442794886128285,512,adam,,6.005846398019496e-06,PRUNED
67,0.8807142857142857,2026-04-20 20:04:28.953284,2026-04-20 20:04:46.292046,0 days 00:00:17.338762,0.008936097493030752,cosine,0.19149301529220492,1024,adam,,0.00015925552543623726,PRUNED
68,0.9181632653061225,2026-04-20 20:04:46.451922,2026-04-20 20:05:12.377178,0 days 00:00:25.925256,0.008006989826122477,cosine_warmup,0.26734158248207684,1024,adamw,7.0,0.000854471965671027,PRUNED
69,0.8941581632653062,2026-04-20 20:05:12.530842,2026-04-20 20:05:32.741659,0 days 00:00:20.210817,0.003121998871389077,cosine,0.37958840916632824,512,adamw,,3.0591145525287962e-06,PRUNED
70,0.9327168367346939,2026-04-20 20:05:32.876390,2026-04-20 20:06:45.748179,0 days 00:01:12.871789,0.007896810276689046,cosine_warmup,0.27102494404883865,1024,adamw,7.0,5.3594439722381454e-05,COMPLETE
71,0.9339158163265306,2026-04-20 20:06:45.907649,2026-04-20 20:07:58.752543,0 days 00:01:12.844894,0.009821499374642663,cosine_warmup,0.15975412814795203,1024,adamw,8.0,0.00030111978497598236,COMPLETE
72,0.8216198979591837,2026-04-20 20:07:58.904020,2026-04-20 20:08:16.213070,0 days 00:00:17.309050,0.0024375164492203725,cosine_warmup,0.27597577768287807,1024,adam,8.0,0.00011834838633788668,PRUNED
73,0.933125,2026-04-20 20:08:16.352950,2026-04-20 20:09:28.781961,0 days 00:01:12.429011,0.00952939972575804,cosine_warmup,0.11683241618182597,1024,adamw,8.0,8.217735547646225e-05,COMPLETE
74,0.9331887755102041,2026-04-20 20:09:28.920178,2026-04-20 20:10:41.336900,0 days 00:01:12.416722,0.008978600398439533,cosine_warmup,0.11134893322044537,1024,adamw,8.0,8.26980646404068e-05,COMPLETE
75,0.9339413265306122,2026-04-20 20:10:41.488626,2026-04-20 20:11:55.330289,0 days 00:01:13.841663,0.009705271351238437,cosine_warmup,0.13621305080098803,1024,adamw,7.0,2.3770017743488127e-05,COMPLETE
76,0.9331632653061225,2026-04-20 20:11:55.487815,2026-04-20 20:13:08.634938,0 days 00:01:13.147123,0.00795704668345106,cosine_warmup,0.12226255026408427,1024,adamw,6.0,1.2569346447320082e-05,COMPLETE
77,0.874591836734694,2026-04-20 20:13:08.787352,2026-04-20 20:13:26.251255,0 days 00:00:17.463903,0.0044744713818912285,cosine_warmup,0.11339821305095768,1024,adamw,6.0,4.210005624762371e-06,PRUNED
78,0.926530612244898,2026-04-20 20:13:26.395532,2026-04-20 20:14:18.068052,0 days 00:00:51.672520,0.005777754346119354,cosine,0.15185365184863622,1024,adamw,,7.993927407298736e-05,PRUNED
79,0.9221811224489797,2026-04-20 20:14:18.201336,2026-04-20 20:14:53.022932,0 days 00:00:34.821596,0.0019042221751607257,constant,0.22524429054092043,1024,adamw,,6.480970726627211e-06,PRUNED
80,0.8789923469387756,2026-04-20 20:14:53.185848,2026-04-20 20:15:10.573807,0 days 00:00:17.387959,0.007372910183838653,cosine_warmup,0.15593729592239194,128,adam,6.0,1.4003069384119792e-05,PRUNED
81,0.8799234693877551,2026-04-20 20:15:10.713219,2026-04-20 20:15:28.365945,0 days 00:00:17.652726,0.006403194282844486,cosine_warmup,0.15306407555018056,1024,adam,7.0,1.1349727144080145e-05,PRUNED
82,0.9336352040816327,2026-04-20 20:15:28.515927,2026-04-20 20:16:42.449377,0 days 00:01:13.933450,0.007472476536721095,cosine_warmup,0.10237840466765366,1024,adamw,7.0,2.3329398088217755e-05,COMPLETE
83,0.8427295918367347,2026-04-20 20:16:42.604574,2026-04-20 20:17:00.216826,0 days 00:00:17.612252,0.0032431335353227285,cosine_warmup,0.12454448228568639,256,adamw,6.0,2.0387078638544014e-05,PRUNED
84,0.8244770408163264,2026-04-20 20:17:00.354183,2026-04-20 20:17:17.901255,0 days 00:00:17.547072,0.0018668242674500458,cosine_warmup,0.11272042964684931,1024,adamw,7.0,1.9134614446820877e-05,PRUNED
85,0.7960076530612245,2026-04-20 20:17:18.043164,2026-04-20 20:17:35.868752,0 days 00:00:17.825588,0.0012146962186606947,cosine_warmup,0.10445199219581731,512,adamw,7.0,2.1241338425362057e-05,PRUNED
86,0.8152295918367347,2026-04-20 20:17:36.023070,2026-04-20 20:17:53.777310,0 days 00:00:17.754240,0.0011700138612542937,cosine,0.5964116556909392,256,adam,,0.0001249307598046317,PRUNED
87,0.9259566326530612,2026-04-20 20:17:53.947395,2026-04-20 20:18:45.701924,0 days 00:00:51.754529,0.006410693200149604,constant,0.10260294627435332,1024,adamw,,4.5794442096008066e-05,PRUNED
88,0.9263265306122449,2026-04-20 20:18:45.901719,2026-04-20 20:19:37.679522,0 days 00:00:51.777803,0.005121570855112758,cosine,0.17938053535476056,1024,adamw,,1.3921084467406762e-06,PRUNED
89,0.9227423469387754,2026-04-20 20:19:37.811120,2026-04-20 20:20:12.681001,0 days 00:00:34.869881,0.0033806523513682874,cosine_warmup,0.10785779149411644,1024,adamw,3.0,3.114488352123163e-05,PRUNED
90,0.7183035714285715,2026-04-20 20:20:12.820939,2026-04-20 20:20:30.204986,0 days 00:00:17.384047,0.00026380173773763826,cosine,0.3307129893898216,512,adam,,0.0021559770310178475,PRUNED
91,0.8785204081632653,2026-04-20 20:20:30.357230,2026-04-20 20:20:47.951110,0 days 00:00:17.593880,0.005543806383265924,cosine_warmup,0.17197326020307374,1024,adamw,7.0,5.4997071273871905e-05,PRUNED
92,0.874795918367347,2026-04-20 20:20:48.102549,2026-04-20 20:21:05.575526,0 days 00:00:17.472977,0.005099043110728841,cosine_warmup,0.1511076632227448,1024,adamw,8.0,3.220831021827154e-05,PRUNED
93,0.9336224489795919,2026-04-20 20:21:05.701248,2026-04-20 20:22:19.013979,0 days 00:01:13.312731,0.009463987728731233,cosine_warmup,0.19678468739664817,1024,adamw,7.0,1.594542526516356e-05,COMPLETE
94,0.8922448979591837,2026-04-20 20:22:19.169481,2026-04-20 20:22:39.546847,0 days 00:00:20.377366,0.0022427188742355415,constant,0.1169017587119364,512,adamw,,1.1861814212041913e-06,PRUNED
95,0.8995280612244898,2026-04-20 20:22:39.678847,2026-04-20 20:22:59.882806,0 days 00:00:20.203959,0.009540349785801329,cosine_warmup,0.1339498148206883,128,adamw,7.0,3.8589578326961266e-06,PRUNED
96,0.933469387755102,2026-04-20 20:23:00.030528,2026-04-20 20:24:13.638163,0 days 00:01:13.607635,0.00986657581877773,cosine_warmup,0.1177694870131736,1024,adamw,5.0,2.466685667250797e-05,COMPLETE
97,0.903469387755102,2026-04-20 20:24:13.773710,2026-04-20 20:24:34.080873,0 days 00:00:20.307163,0.007068854162063633,cosine_warmup,0.10350388923231671,512,adamw,4.0,0.00019427430869244653,PRUNED
98,0.8493877551020409,2026-04-20 20:24:34.237783,2026-04-20 20:24:51.619717,0 days 00:00:17.381934,0.00431774601206689,cosine_warmup,0.33078547620620785,128,adamw,5.0,1.4445041609784962e-05,PRUNED
99,0.8594770408163266,2026-04-20 20:24:51.741810,2026-04-20 20:25:09.083226,0 days 00:00:17.341416,0.0035802587668145856,cosine_warmup,0.2835040949223886,1024,adamw,8.0,4.212570953670129e-06,PRUNED
100,0.8566709183673469,2026-04-20 20:25:09.237381,2026-04-20 20:25:26.622575,0 days 00:00:17.385194,0.0009641087284987151,constant,0.4356877187318291,1024,adam,,1.5120266331214095e-06,PRUNED
101,0.9228698979591837,2026-04-20 20:25:26.768834,2026-04-20 20:26:00.963761,0 days 00:00:34.194927,0.007549119048727967,cosine_warmup,0.10996092108657121,1024,adamw,5.0,5.78320746560183e-06,PRUNED
102,0.9330357142857143,2026-04-20 20:26:01.104861,2026-04-20 20:27:13.482042,0 days 00:01:12.377181,0.007281646792145918,cosine_warmup,0.13862886978134267,1024,adamw,6.0,8.267201670777175e-06,COMPLETE
103,0.6249362244897959,2026-04-20 20:27:13.613362,2026-04-20 20:27:30.820029,0 days 00:00:17.206667,0.0007196234301458023,cosine_warmup,0.4949328734041208,128,adamw,7.0,0.0006029308911410864,PRUNED
104,0.5153890306122448,2026-04-20 20:27:30.969539,2026-04-20 20:27:48.253664,0 days 00:00:17.284125,0.00010342903706114334,cosine_warmup,0.48606934246795497,1024,adamw,6.0,0.004640661689549803,PRUNED
105,0.8803571428571428,2026-04-20 20:27:48.410142,2026-04-20 20:28:05.681687,0 days 00:00:17.271545,0.007431692496366914,cosine_warmup,0.10342603145765844,1024,adamw,8.0,0.0009901704702439313,PRUNED
106,0.9232525510204082,2026-04-20 20:28:05.824494,2026-04-20 20:28:40.143003,0 days 00:00:34.318509,0.009715234275344152,constant,0.4892111366884457,1024,adamw,,1.8753938705962164e-06,PRUNED
107,0.8620025510204081,2026-04-20 20:28:40.299046,2026-04-20 20:28:57.551775,0 days 00:00:17.252729,0.0035182155505382134,cosine_warmup,0.142095600693336,1024,adamw,8.0,0.0002010684521770771,PRUNED
108,0.9035714285714286,2026-04-20 20:28:57.690772,2026-04-20 20:29:17.765442,0 days 00:00:20.074670,0.0016075860775715625,constant,0.11099531108263085,1024,adam,,2.4174326129937603e-05,PRUNED
109,0.9336862244897959,2026-04-20 20:29:17.916751,2026-04-20 20:30:30.062664,0 days 00:01:12.145913,0.009396332137376813,cosine_warmup,0.19646037636088393,1024,adamw,7.0,1.3039430950347031e-05,COMPLETE
110,0.8802551020408163,2026-04-20 20:30:30.208760,2026-04-20 20:30:47.310579,0 days 00:00:17.101819,0.007360075042833498,cosine_warmup,0.17336096427888503,1024,adamw,8.0,2.8706586876192757e-05,PRUNED
111,0.9224999999999999,2026-04-20 20:30:47.443686,2026-04-20 20:31:21.534845,0 days 00:00:34.091159,0.008175332740271378,cosine_warmup,0.1520928420104116,1024,adamw,7.0,1.612408663027727e-05,PRUNED
112,0.9277678571428571,2026-04-20 20:31:21.695484,2026-04-20 20:32:23.941411,0 days 00:01:02.245927,0.005811294319842507,constant,0.18330914715521418,256,adamw,,3.029385819132032e-05,PRUNED
113,0.8821683673469388,2026-04-20 20:32:24.084097,2026-04-20 20:32:41.274719,0 days 00:00:17.190622,0.00560633405778612,cosine_warmup,0.13264585263252895,1024,adamw,6.0,0.00010545410816915242,PRUNED
114,0.9333035714285715,2026-04-20 20:32:41.413340,2026-04-20 20:33:53.852192,0 days 00:01:12.438852,0.008994387634666978,cosine_warmup,0.20522241040047606,1024,adamw,7.0,1.3209771840678912e-05,COMPLETE
115,0.4791836734693878,2026-04-20 20:33:53.982035,2026-04-20 20:34:11.150118,0 days 00:00:17.168083,2.9813310124094554e-05,cosine_warmup,0.11109977431553053,256,adamw,8.0,3.7513658645657706e-06,PRUNED
116,0.5687244897959184,2026-04-20 20:34:11.300083,2026-04-20 20:34:28.461904,0 days 00:00:17.161821,9.206495175075886e-05,constant,0.41731724399513226,512,adamw,,1.605635593803154e-05,PRUNED
117,0.8653826530612244,2026-04-20 20:34:28.594498,2026-04-20 20:34:45.708585,0 days 00:00:17.114087,0.006514896748894732,cosine_warmup,0.2269228739950617,256,adamw,7.0,4.944632650016032e-06,PRUNED
118,0.7946301020408163,2026-04-20 20:34:45.866069,2026-04-20 20:35:02.975893,0 days 00:00:17.109824,0.00035465691799027555,cosine,0.37149555719846344,1024,adam,,1.58110690488769e-05,PRUNED
119,0.4898469387755102,2026-04-20 20:35:03.100446,2026-04-20 20:35:20.233878,0 days 00:00:17.133432,2.3307358155052097e-05,cosine,0.13167623489811897,1024,adamw,,5.83512566574686e-05,PRUNED
120,0.8772321428571429,2026-04-20 20:35:20.378245,2026-04-20 20:35:37.485825,0 days 00:00:17.107580,0.0067834479611887585,cosine_warmup,0.3114238339626126,1024,adamw,8.0,1.2852424125332848e-05,PRUNED
121,0.8889030612244897,2026-04-20 20:35:37.624180,2026-04-20 20:35:54.793194,0 days 00:00:17.169014,0.007729101431004885,cosine_warmup,0.2323010516384615,1024,adamw,7.0,8.898110113321036e-06,PRUNED
122,0.9334566326530612,2026-04-20 20:35:54.938959,2026-04-20 20:37:06.991482,0 days 00:01:12.052523,0.00951288428329479,cosine_warmup,0.17579662279227712,1024,adamw,7.0,7.230602247400487e-05,COMPLETE
123,0.9103443877551021,2026-04-20 20:37:07.147355,2026-04-20 20:37:30.011935,0 days 00:00:22.864580,0.005962253054096135,cosine,0.3875472707733048,256,adam,,4.894275619879958e-05,PRUNED
124,0.8765497448979592,2026-04-20 20:37:30.161578,2026-04-20 20:37:47.435170,0 days 00:00:17.273592,0.0057766570903361155,cosine_warmup,0.2959081667296813,512,adamw,7.0,8.478452030574931e-05,PRUNED
125,0.5640880102040817,2026-04-20 20:37:47.581691,2026-04-20 20:38:04.834515,0 days 00:00:17.252824,0.00015351228374569894,constant,0.11700058511085143,128,adam,,0.000358192047805568,PRUNED
126,0.881811224489796,2026-04-20 20:38:04.983965,2026-04-20 20:38:22.217569,0 days 00:00:17.233604,0.0066534042485569085,cosine_warmup,0.11211021384076121,1024,adamw,8.0,0.00011056195677192815,PRUNED
127,0.8873469387755102,2026-04-20 20:38:22.360645,2026-04-20 20:38:39.467324,0 days 00:00:17.106679,0.008343395137655078,cosine_warmup,0.2478063215966641,1024,adamw,8.0,0.0002035186972207494,PRUNED
128,0.9267474489795918,2026-04-20 20:38:39.621936,2026-04-20 20:39:30.577557,0 days 00:00:50.955621,0.006135956254728919,cosine,0.29873372277259713,1024,adamw,,8.461422650732393e-06,PRUNED
