dataset,video_id,label,label_name,label_cat,embedding_file,n_frames,embedding_dim,layer
FaceForensics++,039,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/039.npz,96,768,final
FaceForensics++,040,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/040.npz,96,768,final
FaceForensics++,041,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/041.npz,96,768,final
FaceForensics++,043,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/043.npz,96,768,final
FaceForensics++,049,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/049.npz,96,768,final
FaceForensics++,050,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/050.npz,96,768,final
FaceForensics++,051,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/051.npz,96,768,final
FaceForensics++,052,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/052.npz,96,768,final
FaceForensics++,053,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/053.npz,96,768,final
FaceForensics++,054,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/054.npz,96,768,final
FaceForensics++,055,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/055.npz,96,768,final
FaceForensics++,056,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/056.npz,96,768,final
FaceForensics++,057,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/057.npz,96,768,final
FaceForensics++,058,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/058.npz,96,768,final
FaceForensics++,059,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/059.npz,96,768,final
FaceForensics++,060,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/060.npz,96,768,final
FaceForensics++,061,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/061.npz,96,768,final
FaceForensics++,062,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/062.npz,96,768,final
FaceForensics++,063,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/063.npz,96,768,final
FaceForensics++,065,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/065.npz,96,768,final
FaceForensics++,066,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/066.npz,96,768,final
FaceForensics++,067,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/067.npz,96,768,final
FaceForensics++,069,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/069.npz,96,768,final
FaceForensics++,070,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/070.npz,96,768,final
FaceForensics++,071,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/071.npz,96,768,final
FaceForensics++,072,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/072.npz,96,768,final
FaceForensics++,074,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/074.npz,96,768,final
FaceForensics++,075,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/075.npz,96,768,final
FaceForensics++,076,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/076.npz,96,768,final
FaceForensics++,077,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/077.npz,96,768,final
FaceForensics++,079,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/079.npz,96,768,final
FaceForensics++,080,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/080.npz,96,768,final
FaceForensics++,081,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/081.npz,96,768,final
FaceForensics++,082,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/082.npz,96,768,final
FaceForensics++,083,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/083.npz,96,768,final
FaceForensics++,085,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/085.npz,96,768,final
FaceForensics++,086,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/086.npz,96,768,final
FaceForensics++,087,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/087.npz,96,768,final
FaceForensics++,088,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/088.npz,96,768,final
FaceForensics++,089,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/089.npz,96,768,final
FaceForensics++,090,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/090.npz,96,768,final
FaceForensics++,092,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/092.npz,96,768,final
FaceForensics++,093,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/093.npz,96,768,final
FaceForensics++,094,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/094.npz,96,768,final
FaceForensics++,095,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/095.npz,96,768,final
FaceForensics++,096,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/096.npz,96,768,final
FaceForensics++,097,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/097.npz,96,768,final
FaceForensics++,098,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/098.npz,96,768,final
FaceForensics++,099,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/099.npz,96,768,final
FaceForensics++,100,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/100.npz,96,768,final
FaceForensics++,101,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/101.npz,96,768,final
FaceForensics++,103,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/103.npz,96,768,final
FaceForensics++,105,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/105.npz,96,768,final
FaceForensics++,107,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/107.npz,96,768,final
FaceForensics++,108,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/108.npz,96,768,final
FaceForensics++,109,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/109.npz,96,768,final
FaceForensics++,110,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/110.npz,96,768,final
FaceForensics++,111,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/111.npz,96,768,final
FaceForensics++,112,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/112.npz,96,768,final
FaceForensics++,113,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/113.npz,96,768,final
FaceForensics++,117,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/117.npz,96,768,final
FaceForensics++,118,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/118.npz,96,768,final
FaceForensics++,119,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/119.npz,96,768,final
FaceForensics++,120,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/120.npz,96,768,final
FaceForensics++,121,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/121.npz,96,768,final
FaceForensics++,122,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/122.npz,96,768,final
FaceForensics++,123,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/123.npz,96,768,final
FaceForensics++,124,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/124.npz,96,768,final
FaceForensics++,125,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/125.npz,96,768,final
FaceForensics++,127,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/127.npz,96,768,final
FaceForensics++,129,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/129.npz,96,768,final
FaceForensics++,130,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/130.npz,96,768,final
FaceForensics++,131,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/131.npz,96,768,final
FaceForensics++,132,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/132.npz,96,768,final
FaceForensics++,133,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/133.npz,96,768,final
FaceForensics++,136,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/136.npz,96,768,final
FaceForensics++,139,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/139.npz,96,768,final
FaceForensics++,140,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/140.npz,96,768,final
FaceForensics++,143,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/143.npz,96,768,final
FaceForensics++,144,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/144.npz,96,768,final
FaceForensics++,146,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/146.npz,96,768,final
FaceForensics++,147,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/147.npz,96,768,final
FaceForensics++,148,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/148.npz,96,768,final
FaceForensics++,149,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/149.npz,96,768,final
FaceForensics++,150,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/150.npz,96,768,final
FaceForensics++,151,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/151.npz,96,768,final
FaceForensics++,152,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/152.npz,96,768,final
FaceForensics++,153,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/153.npz,96,768,final
FaceForensics++,155,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/155.npz,96,768,final
FaceForensics++,156,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/156.npz,96,768,final
FaceForensics++,162,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/162.npz,96,768,final
FaceForensics++,957,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/957.npz,96,768,final
FaceForensics++,959,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/959.npz,96,768,final
FaceForensics++,960,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/960.npz,96,768,final
FaceForensics++,961,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/961.npz,96,768,final
FaceForensics++,962,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/962.npz,96,768,final
FaceForensics++,963,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/963.npz,96,768,final
FaceForensics++,964,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/964.npz,96,768,final
FaceForensics++,965,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/965.npz,96,768,final
FaceForensics++,966,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/966.npz,96,768,final
FaceForensics++,967,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/967.npz,96,768,final
FaceForensics++,968,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/968.npz,96,768,final
FaceForensics++,969,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/969.npz,96,768,final
FaceForensics++,972,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/972.npz,96,768,final
FaceForensics++,975,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/975.npz,96,768,final
FaceForensics++,976,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/976.npz,96,768,final
FaceForensics++,977,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/977.npz,96,768,final
FaceForensics++,978,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/978.npz,96,768,final
FaceForensics++,981,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/981.npz,96,768,final
FaceForensics++,983,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/983.npz,96,768,final
FaceForensics++,984,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/984.npz,96,768,final
FaceForensics++,985,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/985.npz,96,768,final
FaceForensics++,986,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/986.npz,96,768,final
FaceForensics++,987,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/987.npz,96,768,final
FaceForensics++,988,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/988.npz,96,768,final
FaceForensics++,989,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/989.npz,96,768,final
FaceForensics++,990,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/990.npz,96,768,final
FaceForensics++,993,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/final/FaceForensics++/FF-real/993.npz,96,768,final
