2026-04-21 20:43:09,466 - INFO - === WildDeepfakes preprocess @ 2026-04-21T20:43:09 ===
2026-04-21 20:43:09,467 - INFO - dataset_path=/home/max-andreasen/GitHub/DeepfakeBench/datasets/rgb/WildDeepfakes  num_frames=96
2026-04-21 20:43:09,501 - INFO - 115 tars found in /home/max-andreasen/GitHub/DeepfakeBench/datasets/rgb/WildDeepfakes/fake_test
2026-04-21 20:49:35,633 - WARNING - 125.tar.gz: video 295 has 86 frames (< 96), skipping
2026-04-21 20:49:36,116 - WARNING - 130.tar.gz: video 18 has 86 frames (< 96), skipping
2026-04-21 20:49:39,015 - WARNING - 137.tar.gz: video 1 has 65 frames (< 96), skipping
2026-04-21 20:49:45,897 - WARNING - 139.tar.gz: video 80 has 68 frames (< 96), skipping
2026-04-21 20:49:53,478 - WARNING - 133.tar.gz: video 17 has 79 frames (< 96), skipping
2026-04-21 20:49:53,478 - WARNING - 133.tar.gz: video 1 has 75 frames (< 96), skipping
2026-04-21 20:49:54,605 - WARNING - 136.tar.gz: video 230 has 53 frames (< 96), skipping
2026-04-21 20:49:54,605 - WARNING - 136.tar.gz: video 211 has 62 frames (< 96), skipping
2026-04-21 20:49:56,309 - WARNING - 136.tar.gz: video 202 has 72 frames (< 96), skipping
2026-04-21 20:49:57,326 - WARNING - 139.tar.gz: video 31 has 93 frames (< 96), skipping
2026-04-21 20:49:57,857 - WARNING - 135.tar.gz: video 12 has 67 frames (< 96), skipping
2026-04-21 20:50:07,742 - WARNING - 145.tar.gz: video 122 has 58 frames (< 96), skipping
2026-04-21 20:50:07,742 - WARNING - 145.tar.gz: video 126 has 51 frames (< 96), skipping
2026-04-21 20:50:07,742 - WARNING - 145.tar.gz: video 210 has 90 frames (< 96), skipping
2026-04-21 20:50:08,425 - WARNING - 135.tar.gz: video 25 has 89 frames (< 96), skipping
2026-04-21 20:50:16,338 - WARNING - 140.tar.gz: video 60 has 52 frames (< 96), skipping
2026-04-21 20:50:16,338 - WARNING - 140.tar.gz: video 19 has 56 frames (< 96), skipping
2026-04-21 20:50:23,104 - WARNING - 140.tar.gz: video 158 has 62 frames (< 96), skipping
2026-04-21 20:50:26,323 - WARNING - 148.tar.gz: video 123 has 57 frames (< 96), skipping
2026-04-21 20:50:36,243 - WARNING - 153.tar.gz: video 6 has 72 frames (< 96), skipping
2026-04-21 20:50:36,243 - WARNING - 153.tar.gz: video 12 has 73 frames (< 96), skipping
2026-04-21 20:50:36,243 - WARNING - 153.tar.gz: video 114 has 66 frames (< 96), skipping
2026-04-21 20:50:36,244 - WARNING - 153.tar.gz: video 10 has 81 frames (< 96), skipping
2026-04-21 20:50:48,097 - WARNING - 157.tar.gz: video 94 has 60 frames (< 96), skipping
2026-04-21 20:50:48,097 - WARNING - 157.tar.gz: video 56 has 52 frames (< 96), skipping
2026-04-21 20:50:48,097 - WARNING - 157.tar.gz: video 98 has 51 frames (< 96), skipping
2026-04-21 20:50:48,097 - WARNING - 157.tar.gz: video 60 has 52 frames (< 96), skipping
2026-04-21 20:50:48,097 - WARNING - 157.tar.gz: video 15 has 56 frames (< 96), skipping
2026-04-21 20:50:55,314 - WARNING - 152.tar.gz: video 17 has 53 frames (< 96), skipping
2026-04-21 20:50:55,399 - WARNING - 151.tar.gz: video 25 has 61 frames (< 96), skipping
2026-04-21 20:51:06,614 - WARNING - 158.tar.gz: video 108 has 70 frames (< 96), skipping
2026-04-21 20:51:12,360 - WARNING - 160.tar.gz: video 16 has 61 frames (< 96), skipping
2026-04-21 20:51:15,890 - WARNING - 164.tar.gz: video 57 has 72 frames (< 96), skipping
2026-04-21 20:51:15,891 - WARNING - 164.tar.gz: video 48 has 76 frames (< 96), skipping
2026-04-21 20:51:15,891 - WARNING - 164.tar.gz: video 83 has 76 frames (< 96), skipping
2026-04-21 20:51:15,891 - WARNING - 164.tar.gz: video 56 has 78 frames (< 96), skipping
2026-04-21 20:51:15,891 - WARNING - 164.tar.gz: video 135 has 54 frames (< 96), skipping
2026-04-21 20:51:22,343 - WARNING - 160.tar.gz: video 4 has 81 frames (< 96), skipping
2026-04-21 20:51:23,428 - WARNING - 166.tar.gz: video 34 has 57 frames (< 96), skipping
2026-04-21 20:51:23,428 - WARNING - 166.tar.gz: video 193 has 61 frames (< 96), skipping
2026-04-21 20:51:24,079 - WARNING - 160.tar.gz: video 23 has 71 frames (< 96), skipping
2026-04-21 20:51:24,083 - WARNING - 164.tar.gz: video 141 has 72 frames (< 96), skipping
2026-04-21 20:51:24,083 - WARNING - 164.tar.gz: video 1 has 55 frames (< 96), skipping
2026-04-21 20:51:25,919 - WARNING - 166.tar.gz: video 167 has 65 frames (< 96), skipping
2026-04-21 20:51:25,919 - WARNING - 166.tar.gz: video 54 has 52 frames (< 96), skipping
2026-04-21 20:51:27,421 - WARNING - 167.tar.gz: video 41 has 80 frames (< 96), skipping
2026-04-21 20:51:27,421 - WARNING - 167.tar.gz: video 11 has 67 frames (< 96), skipping
2026-04-21 20:51:27,916 - WARNING - 166.tar.gz: video 119 has 54 frames (< 96), skipping
2026-04-21 20:51:29,309 - WARNING - 167.tar.gz: video 1 has 66 frames (< 96), skipping
2026-04-21 20:51:32,604 - WARNING - 170.tar.gz: video 33 has 61 frames (< 96), skipping
2026-04-21 20:51:32,604 - WARNING - 170.tar.gz: video 17 has 67 frames (< 96), skipping
2026-04-21 20:51:32,604 - WARNING - 170.tar.gz: video 1 has 66 frames (< 96), skipping
2026-04-21 20:51:34,144 - WARNING - 17.tar.gz: video 333 has 68 frames (< 96), skipping
2026-04-21 20:51:34,145 - WARNING - 17.tar.gz: video 618 has 85 frames (< 96), skipping
2026-04-21 20:51:38,204 - WARNING - 171.tar.gz: video 244 has 74 frames (< 96), skipping
2026-04-21 20:51:38,205 - WARNING - 171.tar.gz: video 215 has 55 frames (< 96), skipping
2026-04-21 20:51:38,205 - WARNING - 171.tar.gz: video 211 has 76 frames (< 96), skipping
2026-04-21 20:51:47,613 - WARNING - 175.tar.gz: video 154 has 73 frames (< 96), skipping
2026-04-21 20:51:54,876 - WARNING - 175.tar.gz: video 135 has 70 frames (< 96), skipping
2026-04-21 20:51:54,877 - WARNING - 175.tar.gz: video 69 has 64 frames (< 96), skipping
2026-04-21 20:51:58,702 - WARNING - 175.tar.gz: video 118 has 95 frames (< 96), skipping
2026-04-21 20:51:58,702 - WARNING - 175.tar.gz: video 75 has 87 frames (< 96), skipping
2026-04-21 20:51:58,702 - WARNING - 175.tar.gz: video 51 has 94 frames (< 96), skipping
2026-04-21 20:51:58,702 - WARNING - 175.tar.gz: video 165 has 70 frames (< 96), skipping
2026-04-21 20:52:04,592 - WARNING - 178.tar.gz: video 8 has 84 frames (< 96), skipping
2026-04-21 20:52:14,035 - WARNING - 15.tar.gz: video 92 has 85 frames (< 96), skipping
2026-04-21 20:52:16,862 - WARNING - 18.tar.gz: video 4 has 55 frames (< 96), skipping
2026-04-21 20:52:16,862 - WARNING - 18.tar.gz: video 35 has 88 frames (< 96), skipping
2026-04-21 20:52:16,862 - WARNING - 18.tar.gz: video 9 has 71 frames (< 96), skipping
2026-04-21 20:52:23,450 - WARNING - 184.tar.gz: video 79 has 58 frames (< 96), skipping
2026-04-21 20:52:28,173 - WARNING - 183.tar.gz: video 6 has 72 frames (< 96), skipping
2026-04-21 20:52:28,173 - WARNING - 183.tar.gz: video 105 has 56 frames (< 96), skipping
2026-04-21 20:52:28,173 - WARNING - 183.tar.gz: video 109 has 85 frames (< 96), skipping
2026-04-21 20:52:28,173 - WARNING - 183.tar.gz: video 142 has 68 frames (< 96), skipping
2026-04-21 20:52:29,064 - WARNING - 184.tar.gz: video 139 has 74 frames (< 96), skipping
2026-04-21 20:52:29,902 - WARNING - 183.tar.gz: video 24 has 72 frames (< 96), skipping
2026-04-21 20:52:30,736 - WARNING - 182.tar.gz: video 62 has 90 frames (< 96), skipping
2026-04-21 20:52:30,736 - WARNING - 182.tar.gz: video 133 has 61 frames (< 96), skipping
2026-04-21 20:52:30,736 - WARNING - 182.tar.gz: video 32 has 94 frames (< 96), skipping
2026-04-21 20:52:30,736 - WARNING - 182.tar.gz: video 4 has 83 frames (< 96), skipping
2026-04-21 20:52:30,736 - WARNING - 182.tar.gz: video 42 has 64 frames (< 96), skipping
2026-04-21 20:52:31,039 - WARNING - 184.tar.gz: video 280 has 63 frames (< 96), skipping
2026-04-21 20:52:33,319 - WARNING - 187.tar.gz: video 19 has 83 frames (< 96), skipping
2026-04-21 20:52:39,580 - WARNING - 19.tar.gz: video 73 has 84 frames (< 96), skipping
2026-04-21 20:52:43,194 - WARNING - 179.tar.gz: video 1 has 65 frames (< 96), skipping
2026-04-21 20:52:44,229 - WARNING - 188.tar.gz: video 36 has 57 frames (< 96), skipping
2026-04-21 20:52:44,948 - WARNING - 19.tar.gz: video 40 has 51 frames (< 96), skipping
2026-04-21 20:52:44,949 - WARNING - 19.tar.gz: video 42 has 63 frames (< 96), skipping
2026-04-21 20:52:46,395 - WARNING - 191.tar.gz: video 107 has 71 frames (< 96), skipping
2026-04-21 20:52:46,396 - WARNING - 191.tar.gz: video 101 has 67 frames (< 96), skipping
2026-04-21 20:52:46,396 - WARNING - 191.tar.gz: video 100 has 68 frames (< 96), skipping
2026-04-21 20:52:46,722 - WARNING - 189.tar.gz: video 72 has 87 frames (< 96), skipping
2026-04-21 20:53:01,846 - WARNING - 188.tar.gz: video 27 has 74 frames (< 96), skipping
2026-04-21 20:53:02,922 - WARNING - 189.tar.gz: video 4 has 65 frames (< 96), skipping
2026-04-21 20:53:11,290 - WARNING - 197.tar.gz: video 4 has 59 frames (< 96), skipping
2026-04-21 20:53:11,290 - WARNING - 197.tar.gz: video 1 has 51 frames (< 96), skipping
2026-04-21 20:53:11,290 - WARNING - 197.tar.gz: video 0 has 57 frames (< 96), skipping
2026-04-21 20:53:19,652 - WARNING - 196.tar.gz: video 30 has 56 frames (< 96), skipping
2026-04-21 20:53:19,652 - WARNING - 196.tar.gz: video 132 has 64 frames (< 96), skipping
2026-04-21 20:53:23,655 - WARNING - 196.tar.gz: video 24 has 75 frames (< 96), skipping
2026-04-21 20:53:23,655 - WARNING - 196.tar.gz: video 104 has 51 frames (< 96), skipping
2026-04-21 20:53:26,060 - WARNING - 199.tar.gz: video 43 has 77 frames (< 96), skipping
2026-04-21 20:53:26,060 - WARNING - 199.tar.gz: video 47 has 56 frames (< 96), skipping
2026-04-21 20:53:26,060 - WARNING - 199.tar.gz: video 32 has 74 frames (< 96), skipping
2026-04-21 20:53:26,060 - WARNING - 199.tar.gz: video 101 has 66 frames (< 96), skipping
2026-04-21 20:53:26,060 - WARNING - 199.tar.gz: video 172 has 83 frames (< 96), skipping
2026-04-21 20:53:26,060 - WARNING - 199.tar.gz: video 51 has 78 frames (< 96), skipping
2026-04-21 20:53:26,060 - WARNING - 199.tar.gz: video 20 has 65 frames (< 96), skipping
2026-04-21 20:53:31,181 - WARNING - 2.tar.gz: video 110 has 65 frames (< 96), skipping
2026-04-21 20:53:31,181 - WARNING - 2.tar.gz: video 33 has 88 frames (< 96), skipping
2026-04-21 20:53:31,181 - WARNING - 2.tar.gz: video 87 has 89 frames (< 96), skipping
2026-04-21 20:53:31,181 - WARNING - 2.tar.gz: video 40 has 54 frames (< 96), skipping
2026-04-21 20:53:35,728 - WARNING - 2.tar.gz: video 32 has 69 frames (< 96), skipping
2026-04-21 20:53:39,217 - WARNING - 2.tar.gz: video 149 has 79 frames (< 96), skipping
2026-04-21 20:53:39,217 - WARNING - 2.tar.gz: video 100 has 53 frames (< 96), skipping
2026-04-21 20:53:39,217 - WARNING - 2.tar.gz: video 166 has 78 frames (< 96), skipping
2026-04-21 20:53:42,126 - WARNING - 202.tar.gz: video 194 has 72 frames (< 96), skipping
2026-04-21 20:53:42,127 - WARNING - 202.tar.gz: video 89 has 77 frames (< 96), skipping
2026-04-21 20:53:42,127 - WARNING - 202.tar.gz: video 197 has 67 frames (< 96), skipping
2026-04-21 20:53:42,127 - WARNING - 202.tar.gz: video 156 has 68 frames (< 96), skipping
2026-04-21 20:53:44,009 - WARNING - 205.tar.gz: video 13 has 66 frames (< 96), skipping
2026-04-21 20:53:44,010 - WARNING - 205.tar.gz: video 62 has 90 frames (< 96), skipping
2026-04-21 20:53:44,010 - WARNING - 205.tar.gz: video 12 has 76 frames (< 96), skipping
2026-04-21 20:53:44,199 - WARNING - 206.tar.gz: video 8 has 53 frames (< 96), skipping
2026-04-21 20:53:44,199 - WARNING - 206.tar.gz: video 36 has 59 frames (< 96), skipping
2026-04-21 20:53:44,200 - WARNING - 206.tar.gz: video 38 has 58 frames (< 96), skipping
2026-04-21 20:53:44,200 - WARNING - 206.tar.gz: video 37 has 58 frames (< 96), skipping
2026-04-21 20:53:44,200 - WARNING - 206.tar.gz: video 9 has 53 frames (< 96), skipping
2026-04-21 20:53:44,200 - WARNING - 206.tar.gz: video 7 has 53 frames (< 96), skipping
2026-04-21 20:54:07,213 - WARNING - 203.tar.gz: video 40 has 86 frames (< 96), skipping
2026-04-21 20:54:07,213 - WARNING - 203.tar.gz: video 117 has 87 frames (< 96), skipping
2026-04-21 20:54:09,011 - WARNING - 201.tar.gz: video 80 has 95 frames (< 96), skipping
2026-04-21 20:54:10,430 - WARNING - 208.tar.gz: video 145 has 77 frames (< 96), skipping
2026-04-21 20:54:10,430 - WARNING - 208.tar.gz: video 38 has 53 frames (< 96), skipping
2026-04-21 20:54:12,701 - WARNING - 208.tar.gz: video 169 has 82 frames (< 96), skipping
2026-04-21 20:54:29,327 - WARNING - 203.tar.gz: video 20 has 65 frames (< 96), skipping
2026-04-21 20:54:34,845 - WARNING - 214.tar.gz: video 103 has 61 frames (< 96), skipping
2026-04-21 20:54:34,845 - WARNING - 214.tar.gz: video 129 has 72 frames (< 96), skipping
2026-04-21 20:54:45,481 - WARNING - 216.tar.gz: video 86 has 59 frames (< 96), skipping
2026-04-21 20:54:47,556 - WARNING - 217.tar.gz: video 174 has 95 frames (< 96), skipping
2026-04-21 20:54:49,080 - WARNING - 216.tar.gz: video 132 has 66 frames (< 96), skipping
2026-04-21 20:54:52,803 - WARNING - 217.tar.gz: video 232 has 92 frames (< 96), skipping
2026-04-21 20:54:52,804 - WARNING - 217.tar.gz: video 214 has 82 frames (< 96), skipping
2026-04-21 20:54:53,935 - WARNING - 218.tar.gz: video 495 has 65 frames (< 96), skipping
2026-04-21 20:54:53,935 - WARNING - 218.tar.gz: video 91 has 52 frames (< 96), skipping
2026-04-21 20:54:54,329 - WARNING - 217.tar.gz: video 219 has 73 frames (< 96), skipping
