dataset,video_id,label,label_name,label_cat,embedding_file,n_frames,embedding_dim,layer
FaceForensics++,014,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/014.npz,96,1024,pre_proj
FaceForensics++,016,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/016.npz,96,1024,pre_proj
FaceForensics++,017,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/017.npz,96,1024,pre_proj
FaceForensics++,018,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/018.npz,96,1024,pre_proj
FaceForensics++,019,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/019.npz,96,1024,pre_proj
FaceForensics++,020,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/020.npz,96,1024,pre_proj
FaceForensics++,021,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/021.npz,96,1024,pre_proj
FaceForensics++,025,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/025.npz,96,1024,pre_proj
FaceForensics++,027,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/027.npz,96,1024,pre_proj
FaceForensics++,028,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/028.npz,96,1024,pre_proj
FaceForensics++,030,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/030.npz,96,1024,pre_proj
FaceForensics++,031,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/031.npz,96,1024,pre_proj
FaceForensics++,032,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/032.npz,96,1024,pre_proj
FaceForensics++,033,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/033.npz,96,1024,pre_proj
FaceForensics++,034,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/034.npz,96,1024,pre_proj
FaceForensics++,037,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/037.npz,96,1024,pre_proj
FaceForensics++,038,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/038.npz,96,1024,pre_proj
FaceForensics++,039,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/039.npz,96,1024,pre_proj
FaceForensics++,040,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/040.npz,96,1024,pre_proj
FaceForensics++,041,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/041.npz,96,1024,pre_proj
FaceForensics++,043,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/043.npz,96,1024,pre_proj
FaceForensics++,049,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/049.npz,96,1024,pre_proj
FaceForensics++,050,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/050.npz,96,1024,pre_proj
FaceForensics++,051,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/051.npz,96,1024,pre_proj
FaceForensics++,052,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/052.npz,96,1024,pre_proj
FaceForensics++,053,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/053.npz,96,1024,pre_proj
FaceForensics++,054,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/054.npz,96,1024,pre_proj
FaceForensics++,055,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/055.npz,96,1024,pre_proj
FaceForensics++,056,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/056.npz,96,1024,pre_proj
FaceForensics++,057,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/057.npz,96,1024,pre_proj
FaceForensics++,058,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/058.npz,96,1024,pre_proj
FaceForensics++,059,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/059.npz,96,1024,pre_proj
FaceForensics++,060,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/060.npz,96,1024,pre_proj
FaceForensics++,061,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/061.npz,96,1024,pre_proj
FaceForensics++,062,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/062.npz,96,1024,pre_proj
FaceForensics++,063,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/063.npz,96,1024,pre_proj
FaceForensics++,065,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/065.npz,96,1024,pre_proj
FaceForensics++,066,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/066.npz,96,1024,pre_proj
FaceForensics++,067,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/067.npz,96,1024,pre_proj
FaceForensics++,069,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/069.npz,96,1024,pre_proj
FaceForensics++,070,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/070.npz,96,1024,pre_proj
FaceForensics++,071,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/071.npz,96,1024,pre_proj
FaceForensics++,072,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/072.npz,96,1024,pre_proj
FaceForensics++,074,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/074.npz,96,1024,pre_proj
FaceForensics++,075,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/075.npz,96,1024,pre_proj
FaceForensics++,076,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/076.npz,96,1024,pre_proj
FaceForensics++,077,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/077.npz,96,1024,pre_proj
FaceForensics++,079,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/079.npz,96,1024,pre_proj
FaceForensics++,080,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/080.npz,96,1024,pre_proj
FaceForensics++,081,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/081.npz,96,1024,pre_proj
FaceForensics++,082,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/082.npz,96,1024,pre_proj
FaceForensics++,083,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/083.npz,96,1024,pre_proj
FaceForensics++,085,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/085.npz,96,1024,pre_proj
FaceForensics++,086,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/086.npz,96,1024,pre_proj
FaceForensics++,087,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/087.npz,96,1024,pre_proj
FaceForensics++,088,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/088.npz,96,1024,pre_proj
FaceForensics++,089,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/089.npz,96,1024,pre_proj
FaceForensics++,090,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/090.npz,96,1024,pre_proj
FaceForensics++,092,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/092.npz,96,1024,pre_proj
FaceForensics++,093,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/093.npz,96,1024,pre_proj
FaceForensics++,094,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/094.npz,96,1024,pre_proj
FaceForensics++,095,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/095.npz,96,1024,pre_proj
FaceForensics++,096,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/096.npz,96,1024,pre_proj
FaceForensics++,097,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/097.npz,96,1024,pre_proj
FaceForensics++,098,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/098.npz,96,1024,pre_proj
FaceForensics++,099,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/099.npz,96,1024,pre_proj
FaceForensics++,100,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/100.npz,96,1024,pre_proj
FaceForensics++,101,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/101.npz,96,1024,pre_proj
FaceForensics++,103,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/103.npz,96,1024,pre_proj
FaceForensics++,105,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/105.npz,96,1024,pre_proj
FaceForensics++,107,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/107.npz,96,1024,pre_proj
FaceForensics++,108,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/108.npz,96,1024,pre_proj
FaceForensics++,109,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/109.npz,96,1024,pre_proj
FaceForensics++,110,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/110.npz,96,1024,pre_proj
FaceForensics++,111,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/111.npz,96,1024,pre_proj
FaceForensics++,112,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/112.npz,96,1024,pre_proj
FaceForensics++,113,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/113.npz,96,1024,pre_proj
FaceForensics++,117,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/117.npz,96,1024,pre_proj
FaceForensics++,118,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/118.npz,96,1024,pre_proj
FaceForensics++,119,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/119.npz,96,1024,pre_proj
FaceForensics++,120,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/120.npz,96,1024,pre_proj
FaceForensics++,121,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/121.npz,96,1024,pre_proj
FaceForensics++,122,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/122.npz,96,1024,pre_proj
FaceForensics++,123,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/123.npz,96,1024,pre_proj
FaceForensics++,124,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/124.npz,96,1024,pre_proj
FaceForensics++,125,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/125.npz,96,1024,pre_proj
FaceForensics++,127,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/127.npz,96,1024,pre_proj
FaceForensics++,129,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/129.npz,96,1024,pre_proj
FaceForensics++,130,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/130.npz,96,1024,pre_proj
FaceForensics++,131,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/131.npz,96,1024,pre_proj
FaceForensics++,132,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/132.npz,96,1024,pre_proj
FaceForensics++,133,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/133.npz,96,1024,pre_proj
FaceForensics++,136,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/136.npz,96,1024,pre_proj
FaceForensics++,139,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/139.npz,96,1024,pre_proj
FaceForensics++,140,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/140.npz,96,1024,pre_proj
FaceForensics++,143,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/143.npz,96,1024,pre_proj
FaceForensics++,144,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/144.npz,96,1024,pre_proj
FaceForensics++,146,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/146.npz,96,1024,pre_proj
FaceForensics++,147,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/147.npz,96,1024,pre_proj
FaceForensics++,148,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/148.npz,96,1024,pre_proj
FaceForensics++,149,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/149.npz,96,1024,pre_proj
FaceForensics++,150,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/150.npz,96,1024,pre_proj
FaceForensics++,151,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/151.npz,96,1024,pre_proj
FaceForensics++,152,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/152.npz,96,1024,pre_proj
FaceForensics++,153,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/153.npz,96,1024,pre_proj
FaceForensics++,155,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/155.npz,96,1024,pre_proj
FaceForensics++,156,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/156.npz,96,1024,pre_proj
FaceForensics++,162,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/162.npz,96,1024,pre_proj
FaceForensics++,957,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/957.npz,96,1024,pre_proj
FaceForensics++,959,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/959.npz,96,1024,pre_proj
FaceForensics++,960,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/960.npz,96,1024,pre_proj
FaceForensics++,961,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/961.npz,96,1024,pre_proj
FaceForensics++,962,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/962.npz,96,1024,pre_proj
FaceForensics++,963,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/963.npz,96,1024,pre_proj
FaceForensics++,964,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/964.npz,96,1024,pre_proj
FaceForensics++,965,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/965.npz,96,1024,pre_proj
FaceForensics++,966,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/966.npz,96,1024,pre_proj
FaceForensics++,967,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/967.npz,96,1024,pre_proj
FaceForensics++,968,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/968.npz,96,1024,pre_proj
FaceForensics++,969,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/969.npz,96,1024,pre_proj
FaceForensics++,972,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/972.npz,96,1024,pre_proj
FaceForensics++,975,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/975.npz,96,1024,pre_proj
