number,value,datetime_start,datetime_complete,duration,params_attn_dropout,params_dim_feedforward,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_n_heads,params_num_layers,params_optimizer_type,params_warmup_epochs,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
74,0.8218877551020408,2026-04-20 19:34:05.403360,2026-04-20 19:34:12.892839,0 days 00:00:07.489479,0.028070694847295186,4096,0.00047910121879159027,cosine_warmup,0.3609351438547913,1024,4,6,adam,4.0,0.00502921507000472,0.8218877551020408,,,,PRUNED
75,0.9485714285714285,2026-04-20 19:34:13.058775,2026-04-20 19:36:11.734269,0 days 00:01:58.675494,0.3351021973493944,4096,0.0001075144167411335,cosine_warmup,0.16002157168672498,1024,4,4,adam,3.0,0.002210778064738869,0.9351530612244898,0.9469770408163265,,,COMPLETE
76,0.9506760204081633,2026-04-20 19:36:11.884378,2026-04-20 19:38:43.801391,0 days 00:02:31.917013,0.11789801073137364,2048,0.00014473633460761504,cosine,0.3815591893216963,256,8,11,adam,,1.869102228441704e-05,0.9464923469387755,,,,COMPLETE
77,0.9485841836734694,2026-04-20 19:38:43.948097,2026-04-20 19:41:22.677988,0 days 00:02:38.729891,0.13657119836597384,2048,7.358803304267022e-05,cosine,0.47781909822533364,256,8,12,adam,,1.5518778179745437e-05,0.8996428571428572,0.9366836734693877,0.9486224489795918,,COMPLETE
78,0.8161096938775511,2026-04-20 19:41:22.822471,2026-04-20 19:41:30.785208,0 days 00:00:07.962737,0.015413449298254417,2048,0.0001863371366112593,cosine,0.47574202359100587,256,8,11,adam,,3.811441477904934e-05,0.8161096938775511,,,,PRUNED
79,0.934094387755102,2026-04-20 19:41:30.969682,2026-04-20 19:42:15.161064,0 days 00:00:44.191382,0.1681795249151946,4096,4.422797064126381e-05,cosine,0.503668451589688,256,8,9,adam,,1.6401480248431814e-06,0.858482142857143,0.9122066326530612,0.934094387755102,,PRUNED
80,0.9366198979591837,2026-04-20 19:42:15.365049,2026-04-20 19:42:46.556315,0 days 00:00:31.191266,0.1882997308470039,1024,0.00010823209011142138,cosine,0.5806610129070727,256,16,10,adam,,1.5836286644095614e-05,0.8566071428571429,0.9131505102040817,0.9366198979591837,,PRUNED
81,0.9451147959183674,2026-04-20 19:42:46.716178,2026-04-20 19:44:36.172662,0 days 00:01:49.456484,0.17197006713356594,2048,1.5323335809070477e-05,cosine,0.31912231573804817,512,8,12,adam,,7.888672052072039e-05,0.9451147959183674,,,,PRUNED
82,0.6167984693877552,2026-04-20 19:44:36.350555,2026-04-20 19:44:42.426183,0 days 00:00:06.075628,0.35641268236450896,3072,3.7432127827083096e-05,cosine_warmup,0.16760121028534364,1024,4,3,adam,3.0,0.00016716102721854847,0.6167984693877552,,,,PRUNED
83,0.8873852040816327,2026-04-20 19:44:42.584239,2026-04-20 19:44:57.025874,0 days 00:00:14.441635,0.2969922093726094,2048,2.8160026364799366e-05,cosine,0.5706279737536137,256,4,10,adam,,5.8155021907851514e-06,0.8873852040816327,,,,PRUNED
84,0.6914795918367347,2026-04-20 19:44:57.168699,2026-04-20 19:45:03.442825,0 days 00:00:06.274126,0.43194271235819487,4096,5.160841890939078e-05,cosine_warmup,0.29675695674677327,1024,16,4,adam,3.0,0.0005299568079248641,0.6914795918367347,,,,PRUNED
85,0.9117729591836735,2026-04-20 19:45:03.600929,2026-04-20 19:45:16.260269,0 days 00:00:12.659340,0.3583787773590904,4096,5.2024028709509076e-05,constant,0.145855132680233,256,4,5,adam,,0.00595305003026366,0.8734311224489795,0.9117729591836735,,,PRUNED
86,0.7844515306122449,2026-04-20 19:45:16.433318,2026-04-20 19:45:51.652205,0 days 00:00:35.218887,0.21912960678043436,2048,0.0009655119314122646,cosine,0.40537548305388654,128,8,10,adam,,1.2171979721951867e-05,0.7844515306122449,,,,PRUNED
87,0.7697704081632653,2026-04-20 19:45:51.826919,2026-04-20 19:46:01.791228,0 days 00:00:09.964309,0.21515747591058842,3072,1.8558308010674574e-05,cosine,0.5752528459319179,256,8,12,adam,,7.446204952577616e-05,0.7697704081632653,,,,PRUNED
88,0.631734693877551,2026-04-20 19:46:01.973738,2026-04-20 19:46:08.613614,0 days 00:00:06.639876,0.08617668205844022,1024,6.988540093441096e-05,cosine_warmup,0.49765636056284424,512,8,11,adamw,3.0,0.001848175599508498,0.631734693877551,,,,PRUNED
89,0.9386479591836735,2026-04-20 19:46:08.777758,2026-04-20 19:48:20.270424,0 days 00:02:11.492666,0.1296221738292831,4096,0.0001990225656393737,cosine,0.4416241529503018,256,4,10,adam,,5.3834025823306845e-05,0.9386479591836735,,,,PRUNED
90,0.8691581632653061,2026-04-20 19:48:20.468672,2026-04-20 19:48:35.038019,0 days 00:00:14.569347,0.15975771693912777,2048,0.00033888424695628145,cosine,0.27599965250104275,256,8,10,adamw,,1.3888706285522375e-05,0.8691581632653061,,,,PRUNED
91,0.9177423469387755,2026-04-20 19:48:35.207595,2026-04-20 19:49:04.246368,0 days 00:00:29.038773,0.3420860765788941,4096,4.5495507120629524e-05,cosine_warmup,0.180840454351614,1024,4,2,adamw,8.0,0.0010781323033475648,0.9177423469387755,,,,PRUNED
92,0.7790816326530612,2026-04-20 19:49:04.383348,2026-04-20 19:49:12.703517,0 days 00:00:08.320169,0.007027495278348013,2048,0.0001588991657505646,cosine_warmup,0.3475097498671082,128,8,12,adam,3.0,0.00035444820174094116,0.7790816326530612,,,,PRUNED
93,0.5848979591836735,2026-04-20 19:49:12.873195,2026-04-20 19:49:19.431179,0 days 00:00:06.557984,0.5503233083327832,4096,2.849525205469672e-05,cosine_warmup,0.1106291849691951,1024,4,5,adam,10.0,0.0008951558519395137,0.5848979591836735,,,,PRUNED
94,0.9027423469387755,2026-04-20 19:49:19.579476,2026-04-20 19:49:33.912595,0 days 00:00:14.333119,0.19589040172282607,2048,6.877196004729632e-05,cosine,0.3390337090479033,256,8,10,adam,,1.316694651128541e-05,0.8737627551020408,0.9027423469387755,,,PRUNED
95,0.8958673469387755,2026-04-20 19:49:34.085987,2026-04-20 19:49:46.091077,0 days 00:00:12.005090,0.08624980012266426,1024,1.9497107134735433e-05,cosine,0.24337316964314198,256,8,9,adam,,0.00026549010850237685,0.8513647959183672,0.8958673469387755,,,PRUNED
96,0.9512755102040816,2026-04-20 19:49:46.264600,2026-04-20 19:51:42.596110,0 days 00:01:56.331510,0.34879672907200454,1024,0.0003708215956268205,cosine_warmup,0.39164842211844514,1024,4,7,adam,7.0,0.002954339465196583,0.9492091836734693,,,,COMPLETE
97,0.7852933673469388,2026-04-20 19:51:42.729794,2026-04-20 19:51:48.824488,0 days 00:00:06.094694,0.4446824042298537,1024,0.0002601686443394241,cosine_warmup,0.46082203608808747,1024,4,7,adam,7.0,0.0014208610713968895,0.7852933673469388,,,,PRUNED
98,0.9509183673469388,2026-04-20 19:51:48.978815,2026-04-20 19:54:26.330319,0 days 00:02:37.351504,0.06090895823662282,2048,8.811505673015893e-05,cosine_warmup,0.28574728324417076,512,4,12,adam,7.0,0.001365635272983607,0.9471938775510204,,,,COMPLETE
99,0.9521938775510204,2026-04-20 19:54:26.476361,2026-04-20 19:56:47.791301,0 days 00:02:21.314940,0.05481700533402252,2048,4.6433791749394055e-05,cosine_warmup,0.27237182638257634,512,4,10,adam,7.0,0.0012599794317644558,0.9487244897959184,,,,COMPLETE
